userId,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism
157957,4.35,3.85,4.11,4.14,3.89
157984,4.09,3.65,3.88,3.92,3.58
158021,1.45,1.01,1.28,1.28,0.98
158023,2.59,2.15,2.38,2.42,2.09
158054,3.72,3.25,3.51,3.54,3.24
158098,3.39,2.91,3.21,3.22,2.92
158165,4.11,3.67,3.88,3.94,3.6
158172,3.56,3.12,3.36,3.4,3.06
158210,4.77,4.27,4.55,4.57,4.32
158272,2.16,1.63,1.88,1.91,1.71
158299,4.02,3.54,3.79,3.85,3.51
158301,4.03,3.56,3.88,3.87,3.55
158311,3.8,3.37,3.53,3.64,3.22
158378,3.55,3.03,3.3,3.32,3.14
158420,3.6,3.13,3.41,3.44,3.1
158494,3.39,2.92,3.15,3.2,2.89
158519,3.66,3.22,3.43,3.47,3.17
158542,3.55,3.07,3.41,3.41,3.08
158559,3.73,3.28,3.51,3.56,3.21
158565,3.38,2.89,3.16,3.2,2.89
158576,3.28,2.82,3.06,3.1,2.79
158645,5.0,4.59,4.77,4.85,4.44
158654,3.71,3.24,3.49,3.51,3.22
158666,3.55,3.07,3.33,3.36,3.08
158700,4.27,3.79,4.05,4.08,3.79
158803,4.31,3.81,3.99,4.09,3.8
158820,3.28,2.78,3.07,3.07,2.83
158859,3.04,2.57,2.86,2.87,2.57
158906,3.31,2.78,3.01,3.05,2.82
158937,3.63,3.15,3.46,3.49,3.15
158961,2.56,2.11,2.33,2.38,2.04
158968,4.03,3.6,3.78,3.82,3.52
158973,3.08,2.6,2.84,2.89,2.58
159000,3.95,3.44,3.77,3.77,3.52
159006,3.41,2.94,3.22,3.23,2.95
159010,3.34,2.9,3.11,3.14,2.83
159100,4.11,3.68,3.89,3.93,3.59
159109,3.67,3.21,3.44,3.49,3.18
159134,4.04,3.56,3.81,3.84,3.57
159137,3.11,2.62,2.92,2.94,2.67
159144,4.27,3.72,3.89,4.0,3.81
159160,2.75,2.23,2.55,2.56,2.3
159186,3.52,3.0,3.26,3.29,3.07
159245,4.53,4.01,4.25,4.29,4.05
159246,4.08,3.57,3.89,3.88,3.64
159261,2.78,2.31,2.58,2.61,2.29
159281,4.07,3.55,3.84,3.87,3.62
159315,4.18,3.67,3.98,3.98,3.73
159334,4.64,4.11,4.38,4.4,4.2
159349,3.53,3.02,3.33,3.34,3.08
159369,3.47,2.99,3.27,3.29,3.01
159497,2.33,1.88,2.08,2.14,1.83
159502,3.86,3.26,3.43,3.54,3.44
159517,4.37,3.87,4.15,4.15,3.96
159526,2.19,1.7,2.0,2.01,1.72
159565,4.67,4.16,4.48,4.46,4.24
159611,3.39,2.9,3.17,3.2,2.9
159644,3.4,2.89,3.11,3.17,2.94
159715,4.41,3.95,4.24,4.24,3.92
159740,4.52,4.09,4.28,4.35,3.97
159747,4.18,3.72,3.99,4.03,3.68
159784,3.87,3.4,3.6,3.67,3.36
159815,3.61,3.15,3.39,3.45,3.11
159828,4.42,3.91,4.23,4.22,3.96
159851,4.33,3.85,4.1,4.13,3.84
159859,3.47,3.01,3.19,3.28,2.94
159884,3.18,2.72,2.95,3.01,2.69
159896,2.82,2.34,2.6,2.63,2.34
159927,3.8,3.3,3.59,3.59,3.35
159987,3.32,2.83,3.05,3.11,2.82
160020,2.92,2.45,2.67,2.73,2.43
160030,3.66,3.19,3.44,3.47,3.16
160067,2.57,2.11,2.38,2.4,2.08
160137,2.79,2.27,2.54,2.57,2.34
160238,4.44,3.96,4.16,4.23,3.93
160257,4.36,3.86,4.12,4.16,3.87
160292,3.47,2.99,3.2,3.26,2.98
160357,3.0,2.52,2.82,2.82,2.53
160409,3.0,2.52,2.81,2.84,2.54
160426,3.36,2.92,3.16,3.2,2.83
160447,4.55,4.13,4.38,4.41,4.04
160537,2.27,1.83,2.05,2.1,1.75
160541,2.36,1.9,2.09,2.17,1.85
160560,2.61,2.11,2.36,2.39,2.15
160573,3.1,2.65,2.85,2.91,2.59
160633,2.8,2.37,2.63,2.66,2.29
160634,4.66,4.13,4.45,4.45,4.21
160638,3.8,3.32,3.54,3.57,3.36
160659,3.66,3.24,3.44,3.48,3.12
160715,2.58,2.09,2.38,2.42,2.11
160766,2.9,2.4,2.7,2.71,2.45
160789,2.83,2.35,2.66,2.66,2.38
160841,3.8,3.32,3.54,3.61,3.3
160864,3.86,3.39,3.65,3.69,3.39
160866,4.76,4.25,4.54,4.55,4.29
160911,4.72,4.21,4.41,4.48,4.24
160993,2.95,2.49,2.67,2.76,2.4
160994,3.09,2.56,2.85,2.87,2.66
161015,3.92,3.42,3.7,3.72,3.47
161044,5.17,4.72,4.91,4.99,4.64
161059,4.75,4.27,4.54,4.54,4.29
161073,3.41,2.94,3.21,3.22,2.95
161114,4.01,3.54,3.79,3.83,3.51
161122,4.67,4.19,4.48,4.49,4.2
161123,3.87,3.36,3.61,3.66,3.4
161163,2.17,1.74,1.96,2.0,1.64
161179,2.76,2.31,2.51,2.58,2.21
161214,2.69,2.22,2.48,2.51,2.21
161225,3.71,3.32,3.51,3.59,3.15
161233,4.01,3.52,3.79,3.82,3.54
161254,4.33,3.8,4.16,4.13,3.93
161298,2.6,2.12,2.37,2.4,2.15
161315,2.73,2.27,2.53,2.58,2.19
161341,4.04,3.55,3.83,3.85,3.59
161359,3.12,2.66,2.94,2.95,2.65
161454,3.73,3.25,3.52,3.55,3.27
161459,3.76,3.31,3.53,3.57,3.25
161499,3.72,3.24,3.45,3.51,3.23
161513,3.97,3.51,3.72,3.79,3.44
161565,2.97,2.5,2.74,2.77,2.49
161570,4.31,3.84,4.09,4.12,3.81
161675,4.44,3.97,4.24,4.27,3.96
161763,2.35,1.86,2.17,2.18,1.88
161770,4.32,3.85,4.13,4.15,3.85
161798,3.57,3.11,3.36,3.4,3.1
161820,3.45,2.99,3.24,3.28,2.94
161832,4.5,4.03,4.24,4.31,3.97
161856,3.23,2.77,3.03,3.05,2.75
161862,3.24,2.78,3.02,3.06,2.75
161877,3.61,3.13,3.41,3.42,3.16
161887,3.92,3.44,3.73,3.73,3.45
161932,3.63,3.19,3.41,3.46,3.12
161993,3.3,2.8,3.05,3.07,2.84
162007,3.46,2.98,3.15,3.25,2.93
162013,4.04,3.57,3.82,3.86,3.54
162058,3.25,2.75,3.03,3.04,2.81
162082,3.35,2.87,3.12,3.16,2.88
162132,3.3,2.8,3.1,3.12,2.86
162139,4.08,3.61,3.9,3.91,3.59
162170,2.32,1.86,2.12,2.15,1.84
162172,3.96,3.45,3.77,3.75,3.51
162173,4.03,3.51,3.68,3.78,3.54
162196,3.35,2.91,3.1,3.16,2.83
162223,4.55,4.11,4.29,4.36,4.0
162326,3.77,3.32,3.58,3.6,3.27
162432,4.49,4.01,4.28,4.32,4.03
162436,4.83,4.38,4.58,4.65,4.32
162560,3.25,2.84,3.08,3.11,2.72
162567,3.25,2.81,3.06,3.08,2.76
162577,2.46,1.99,2.24,2.28,1.97
162598,3.69,3.27,3.42,3.52,3.09
162600,2.68,2.18,2.38,2.46,2.19
162628,1.72,1.25,1.49,1.53,1.22
162654,3.71,3.24,3.5,3.52,3.25
162690,2.73,2.24,2.51,2.53,2.26
162693,2.94,2.46,2.78,2.77,2.48
162694,3.36,2.86,3.23,3.19,2.91
162712,3.52,3.02,3.33,3.33,3.05
162733,3.95,3.49,3.76,3.78,3.46
162740,3.52,3.02,3.31,3.31,3.08
162741,2.83,2.35,2.64,2.66,2.36
162744,3.24,2.75,3.0,3.03,2.77
162751,4.87,4.37,4.69,4.67,4.43
162754,2.58,2.13,2.34,2.39,2.08
162838,1.84,1.33,1.55,1.59,1.39
162863,3.71,3.22,3.48,3.52,3.24
162875,2.65,2.2,2.45,2.5,2.13
163061,3.45,2.97,3.24,3.26,2.97
163066,3.6,3.19,3.38,3.44,3.05
163085,4.88,4.31,4.61,4.63,4.5
163113,2.78,2.27,2.57,2.57,2.33
163119,4.05,3.57,3.84,3.87,3.56
163225,4.38,3.88,4.19,4.2,3.93
163297,4.17,3.63,3.83,3.92,3.7
163300,3.44,2.92,3.15,3.23,2.96
163313,4.15,3.69,3.93,3.96,3.66
163318,2.26,1.8,2.04,2.07,1.78
163342,4.16,3.69,3.93,3.97,3.65
163346,3.59,3.15,3.34,3.41,3.06
163394,3.28,2.8,3.06,3.08,2.8
163402,3.34,2.91,3.12,3.16,2.82
163418,2.45,1.95,2.23,2.24,2.0
163440,3.19,2.74,2.98,3.03,2.68
163454,3.71,3.25,3.49,3.52,3.25
163487,3.6,3.05,3.3,3.34,3.16
163581,3.19,2.7,2.93,2.97,2.71
163586,2.47,1.99,2.24,2.28,1.98
163592,3.43,2.96,3.23,3.25,2.94
163602,4.04,3.52,3.8,3.85,3.56
163654,1.56,1.1,1.27,1.36,1.02
163685,4.57,4.1,4.34,4.4,4.08
163701,3.06,2.6,2.81,2.85,2.58
163703,3.28,2.9,3.08,3.13,2.71
163710,2.88,2.38,2.67,2.69,2.42
163737,3.29,2.82,3.07,3.1,2.81
163776,4.66,4.19,4.47,4.47,4.19
163778,3.69,3.22,3.49,3.52,3.2
163792,3.47,2.96,3.13,3.22,2.99
163837,4.26,3.7,4.01,4.02,3.82
163850,2.96,2.49,2.72,2.77,2.47
163851,3.37,2.89,3.17,3.21,2.89
163864,3.24,2.75,3.01,3.04,2.77
163898,3.43,2.96,3.2,3.24,2.94
163903,2.9,2.41,2.64,2.7,2.39
163904,2.93,2.46,2.7,2.75,2.42
163931,3.27,2.83,3.06,3.1,2.75
163977,3.25,2.77,3.02,3.07,2.77
163982,3.31,2.83,2.99,3.08,2.8
163991,3.76,3.28,3.53,3.55,3.26
164001,3.85,3.35,3.57,3.62,3.38
164012,4.22,3.73,4.05,4.05,3.78
164018,3.02,2.49,2.72,2.79,2.54
164044,3.88,3.41,3.73,3.72,3.43
164051,3.83,3.35,3.57,3.63,3.33
164066,2.39,1.95,2.21,2.23,1.87
164068,4.25,3.79,4.04,4.07,3.74
164097,4.32,3.85,4.09,4.14,3.79
164107,2.03,1.57,1.8,1.85,1.52
164124,3.32,2.86,3.12,3.15,2.83
164125,3.49,2.99,3.31,3.31,3.05
164148,4.15,3.78,3.9,4.01,3.53
164152,4.2,3.76,4.0,4.05,3.69
164173,3.82,3.38,3.6,3.63,3.34
164206,3.5,3.03,3.29,3.33,3.01
164275,3.59,3.12,3.33,3.39,3.09
164313,3.78,3.27,3.58,3.58,3.34
164322,4.16,3.68,3.96,3.97,3.68
164324,2.74,2.24,2.5,2.53,2.27
164361,2.46,2.01,2.2,2.28,1.93
164398,2.1,1.63,1.91,1.92,1.63
164452,2.36,1.83,2.13,2.15,1.91
164513,3.89,3.42,3.7,3.73,3.42
164526,4.76,4.28,4.59,4.58,4.31
164598,3.32,2.86,3.09,3.15,2.82
164638,3.18,2.74,3.01,3.02,2.69
164654,3.41,2.96,3.15,3.21,2.9
164660,2.08,1.59,1.93,1.91,1.63
164688,4.12,3.63,3.93,3.97,3.64
164692,3.85,3.34,3.57,3.61,3.42
164707,4.1,3.61,3.78,3.86,3.6
164723,1.86,1.39,1.64,1.68,1.37
164733,4.54,4.06,4.38,4.38,4.09
164741,4.28,3.76,4.05,4.07,3.83
164796,3.37,2.91,3.19,3.2,2.88
164819,2.35,1.85,2.08,2.12,1.88
164827,4.03,3.54,3.86,3.85,3.58
164831,2.34,1.94,2.11,2.18,1.76
164861,2.79,2.28,2.6,2.6,2.34
164863,3.43,2.93,3.21,3.25,2.94
164865,4.54,4.01,4.34,4.33,4.12
164969,4.04,3.56,3.87,3.86,3.59
164986,3.26,2.8,3.08,3.1,2.79
164989,3.24,2.74,3.05,3.05,2.79
165004,2.46,2.05,2.26,2.32,1.91
165020,3.91,3.42,3.68,3.71,3.42
165039,3.05,2.55,2.84,2.86,2.59
165049,3.05,2.62,2.86,2.9,2.54
165096,3.05,2.58,2.78,2.83,2.56
165144,2.79,2.32,2.54,2.58,2.29
165188,3.24,2.79,3.03,3.07,2.73
165249,4.75,4.38,4.56,4.64,4.15
165262,3.6,3.11,3.41,3.41,3.13
165289,2.68,2.23,2.49,2.51,2.19
165290,3.01,2.54,2.77,2.82,2.51
165356,3.7,3.22,3.49,3.5,3.25
165357,3.98,3.47,3.75,3.75,3.53
165360,2.7,2.26,2.45,2.51,2.17
165371,2.71,2.19,2.48,2.5,2.26
165423,3.14,2.66,2.93,2.96,2.65
165562,3.59,3.1,3.42,3.41,3.14
165563,4.57,4.03,4.34,4.32,4.18
165601,3.19,2.7,3.01,3.01,2.74
165608,4.52,4.08,4.25,4.34,3.99
165667,3.3,2.85,3.1,3.14,2.8
165669,3.66,3.18,3.48,3.49,3.2
165709,2.71,2.19,2.47,2.49,2.27
165768,2.87,2.49,2.72,2.77,2.36
165828,3.57,3.06,3.37,3.37,3.12
165829,2.87,2.42,2.69,2.7,2.39
165838,4.09,3.59,3.83,3.87,3.62
165841,4.19,3.65,3.86,3.94,3.73
165917,3.27,2.78,3.06,3.09,2.81
165929,3.14,2.68,2.93,2.96,2.65
165949,3.62,3.12,3.42,3.42,3.19
165956,4.72,4.3,4.44,4.55,4.13
165965,4.43,3.96,4.18,4.23,3.94
165998,4.07,3.59,3.85,3.89,3.59
166005,3.52,3.07,3.31,3.35,3.02
166042,2.8,2.34,2.57,2.62,2.31
166112,5.17,4.73,5.03,5.05,4.71
166121,2.54,2.13,2.34,2.39,1.97
166153,3.07,2.57,2.86,2.88,2.62
166229,4.17,3.71,3.94,3.99,3.67
166247,3.85,3.42,3.64,3.69,3.32
166276,2.29,1.83,2.11,2.13,1.81
166277,4.01,3.57,3.82,3.86,3.51
166317,3.24,2.75,3.07,3.07,2.79
166356,3.7,3.2,3.45,3.49,3.24
166370,3.95,3.45,3.75,3.75,3.51
166395,3.88,3.43,3.67,3.71,3.38
166400,3.01,2.56,2.78,2.82,2.5
166406,5.05,4.53,4.81,4.83,4.58
166408,3.75,3.26,3.56,3.55,3.32
166428,3.48,3.06,3.26,3.32,2.94
166461,3.42,2.99,3.2,3.25,2.88
166471,3.17,2.71,2.94,2.98,2.67
166477,3.98,3.46,3.75,3.77,3.54
166529,4.07,3.61,3.87,3.89,3.6
166536,4.15,3.65,3.93,3.95,3.66
166555,3.78,3.35,3.58,3.63,3.26
166569,2.68,2.2,2.49,2.5,2.19
166578,3.18,2.69,2.94,2.99,2.68
166579,2.83,2.31,2.51,2.58,2.37
166590,4.32,3.88,4.15,4.18,3.83
166617,4.24,3.75,3.99,4.03,3.76
166658,2.39,1.93,2.14,2.2,1.87
166662,3.18,2.62,2.85,2.9,2.77
166707,4.12,3.63,3.92,3.92,3.66
166711,3.48,2.98,3.24,3.24,3.09
166740,4.98,4.45,4.7,4.76,4.5
166776,4.65,4.19,4.41,4.47,4.15
166784,3.17,2.7,2.98,3.0,2.69
166787,3.06,2.57,2.92,2.89,2.63
166865,3.8,3.27,3.59,3.59,3.36
166902,3.56,3.08,3.34,3.36,3.09
166906,3.79,3.31,3.6,3.61,3.33
166948,2.98,2.51,2.72,2.8,2.47
166949,3.28,2.8,3.08,3.1,2.82
166964,4.16,3.7,3.93,3.99,3.65
166995,4.76,4.31,4.55,4.6,4.24
167053,4.12,3.66,3.88,3.94,3.61
167063,4.48,3.99,4.25,4.28,4.0
167075,3.57,3.11,3.38,3.4,3.1
167129,3.21,2.73,2.98,3.03,2.71
167141,4.55,4.09,4.29,4.36,4.03
167145,3.2,2.74,3.0,3.04,2.71
167195,3.67,3.18,3.47,3.49,3.22
167209,4.3,3.78,4.02,4.07,3.85
167249,2.89,2.42,2.67,2.7,2.41
167262,2.67,2.26,2.48,2.52,2.14
167293,3.15,2.64,2.93,2.93,2.7
167305,3.08,2.62,2.92,2.93,2.62
167351,4.02,3.57,3.81,3.86,3.5
167455,4.01,3.6,3.78,3.85,3.46
167483,2.69,2.21,2.51,2.51,2.22
167484,4.28,3.79,4.11,4.12,3.82
167494,2.5,2.01,2.29,2.31,2.03
167521,4.37,3.93,4.12,4.21,3.81
167555,3.75,3.31,3.5,3.56,3.21
167657,3.8,3.35,3.57,3.62,3.28
167711,3.52,3.01,3.3,3.32,3.08
167715,3.51,3.07,3.27,3.33,2.99
167736,3.46,3.01,3.19,3.28,2.93
167763,3.51,3.03,3.3,3.32,3.03
167768,3.29,2.82,3.11,3.12,2.81
167823,3.65,3.17,3.41,3.44,3.17
167834,3.55,3.07,3.25,3.35,3.03
168009,3.3,2.79,3.13,3.12,2.83
168019,4.09,3.63,3.88,3.92,3.6
168043,2.77,2.27,2.56,2.56,2.32
168046,3.1,2.66,2.88,2.94,2.55
168055,2.82,2.33,2.63,2.64,2.36
168072,4.04,3.6,3.83,3.87,3.55
168080,2.48,2.01,2.3,2.31,2.03
168130,3.05,2.58,2.78,2.82,2.56
168173,3.55,3.04,3.24,3.31,3.08
168220,4.27,3.83,4.05,4.1,3.76
168242,3.69,3.21,3.47,3.5,3.22
168263,2.52,2.02,2.28,2.32,2.05
168268,4.53,4.08,4.32,4.35,4.03
168307,3.84,3.39,3.59,3.66,3.31
168313,3.87,3.42,3.57,3.67,3.32
168353,3.66,3.24,3.46,3.5,3.14
168445,4.36,3.84,4.11,4.1,3.95
168480,3.8,3.33,3.51,3.59,3.28
168530,3.07,2.59,2.85,2.89,2.57
168534,2.73,2.27,2.53,2.57,2.23
168565,1.58,1.15,1.32,1.4,1.04
168567,4.41,3.92,4.12,4.2,3.9
168575,5.4,4.9,5.23,5.23,4.93
168591,3.27,2.81,3.07,3.1,2.78
168597,3.28,2.8,3.08,3.1,2.79
168614,2.95,2.48,2.69,2.76,2.46
168629,3.86,3.39,3.63,3.67,3.38
168647,3.84,3.39,3.61,3.67,3.3
168648,4.1,3.63,3.85,3.89,3.59
168661,2.98,2.54,2.75,2.81,2.44
168704,3.87,3.38,3.68,3.69,3.43
168712,3.1,2.64,2.92,2.93,2.62
168728,4.29,3.82,4.07,4.1,3.82
168753,3.7,3.21,3.44,3.5,3.21
168782,2.73,2.26,2.53,2.55,2.25
168797,3.48,3.03,3.26,3.3,2.96
168847,3.37,2.91,3.14,3.19,2.85
168854,4.44,4.01,4.25,4.29,3.95
168857,2.05,1.55,1.88,1.86,1.59
168909,3.98,3.5,3.82,3.81,3.53
168990,2.66,2.2,2.44,2.47,2.17
169011,3.38,2.95,3.11,3.21,2.82
169016,3.71,3.23,3.51,3.52,3.23
169059,2.59,2.12,2.39,2.4,2.14
169061,4.14,3.66,3.88,3.94,3.65
169144,5.21,4.68,4.93,4.98,4.77
169168,4.0,3.56,3.73,3.8,3.44
169207,2.71,2.24,2.5,2.53,2.23
169238,4.42,3.91,4.27,4.24,4.0
169247,2.9,2.45,2.65,2.72,2.4
169257,3.77,3.29,3.48,3.56,3.24
169311,3.2,2.7,3.01,3.01,2.75
169315,3.38,2.96,3.16,3.23,2.83
169323,3.79,3.26,3.6,3.59,3.36
169329,2.31,1.84,2.08,2.13,1.83
169337,2.78,2.3,2.54,2.58,2.29
169352,2.8,2.33,2.58,2.61,2.33
169399,3.08,2.57,2.85,2.87,2.62
169403,2.9,2.44,2.71,2.74,2.42
169439,3.1,2.63,2.83,2.89,2.59
169440,5.22,4.77,5.06,5.05,4.75
169458,3.64,3.17,3.39,3.43,3.15
169479,4.19,3.74,4.01,4.02,3.71
169492,3.56,3.14,3.34,3.4,3.01
169499,3.83,3.36,3.52,3.6,3.29
169501,4.74,4.26,4.52,4.55,4.26
169503,4.58,4.08,4.4,4.4,4.13
169521,3.03,2.59,2.77,2.86,2.48
169632,3.5,3.04,3.24,3.31,2.96
169653,3.95,3.53,3.72,3.78,3.4
169676,2.95,2.48,2.76,2.78,2.48
169689,4.22,3.73,4.04,4.05,3.75
169714,3.01,2.53,2.81,2.83,2.54
169729,4.0,3.54,3.83,3.84,3.53
169745,2.54,2.07,2.34,2.36,2.07
169791,3.59,3.12,3.39,3.42,3.1
169804,3.13,2.67,2.91,2.96,2.63
169815,3.85,3.45,3.6,3.68,3.27
169827,3.83,3.32,3.65,3.64,3.37
169851,2.39,1.93,2.16,2.22,1.87
169863,3.02,2.53,2.79,2.83,2.54
169864,3.28,2.79,3.05,3.08,2.84
169887,3.68,3.21,3.38,3.45,3.18
169899,3.06,2.58,2.78,2.85,2.54
170044,3.4,2.99,3.16,3.22,2.83
170045,3.7,3.22,3.45,3.5,3.21
170061,3.27,2.8,3.06,3.09,2.79
170065,3.0,2.56,2.8,2.83,2.53
170096,3.64,3.2,3.43,3.48,3.12
170112,3.07,2.59,2.84,2.88,2.61
170116,3.79,3.36,3.58,3.63,3.28
170184,4.0,3.59,3.74,3.83,3.41
170203,3.24,2.78,3.02,3.06,2.74
170204,3.99,3.56,3.86,3.89,3.48
170240,3.63,3.14,3.43,3.46,3.16
170243,3.07,2.62,2.85,2.88,2.55
170271,3.7,3.21,3.47,3.49,3.23
170278,2.92,2.42,2.68,2.7,2.44
170284,4.53,4.09,4.26,4.35,3.99
170326,3.18,2.74,2.96,3.01,2.69
170384,4.7,4.2,4.41,4.48,4.22
170405,4.58,4.08,4.32,4.37,4.1
170440,3.7,3.26,3.51,3.54,3.21
170450,3.51,2.95,3.27,3.27,3.11
170455,3.47,2.96,3.32,3.28,3.04
170459,4.39,3.96,4.15,4.21,3.83
170484,2.29,1.84,2.04,2.1,1.78
170510,4.2,3.73,3.99,4.02,3.71
170536,3.31,2.83,3.13,3.15,2.84
170542,4.23,3.77,4.05,4.08,3.76
170564,4.02,3.55,3.76,3.81,3.54
170601,3.55,3.04,3.32,3.34,3.09
170639,4.2,3.7,4.0,4.03,3.73
170646,1.33,0.88,1.16,1.17,0.87
170665,3.88,3.41,3.65,3.67,3.45
170709,2.86,2.43,2.65,2.69,2.34
170752,4.37,3.91,4.15,4.19,3.87
170762,3.63,3.14,3.43,3.44,3.18
170773,3.53,3.05,3.2,3.32,2.99
170786,2.89,2.4,2.68,2.7,2.41
170801,3.72,3.24,3.54,3.55,3.26
170809,4.41,3.91,4.22,4.22,3.97
170811,4.15,3.64,3.95,3.96,3.71
170817,4.74,4.32,4.48,4.54,4.2
170837,2.94,2.51,2.71,2.77,2.4
170846,2.78,2.31,2.57,2.57,2.32
170912,3.26,2.8,3.09,3.1,2.79
170922,3.22,2.78,2.98,3.03,2.69
170975,4.78,4.27,4.49,4.57,4.3
170980,2.84,2.38,2.62,2.66,2.34
171000,3.03,2.55,2.83,2.85,2.57
171059,3.86,3.37,3.6,3.64,3.4
171080,4.26,3.82,4.04,4.08,3.74
171092,3.29,2.86,3.07,3.13,2.75
171130,3.74,3.27,3.54,3.55,3.28
171166,4.12,3.74,3.86,3.96,3.52
171167,3.17,2.7,2.93,2.97,2.67
171180,3.45,2.99,3.27,3.29,2.96
171195,3.04,2.56,2.8,2.83,2.57
171226,2.8,2.36,2.57,2.62,2.29
171240,3.39,2.9,3.16,3.19,2.92
171269,3.41,2.96,3.19,3.23,2.91
171331,4.1,3.6,3.91,3.92,3.64
171351,3.24,2.77,3.01,3.06,2.74
171367,3.15,2.68,2.88,2.95,2.64
171375,2.73,2.23,2.52,2.54,2.27
171376,3.62,3.19,3.38,3.44,3.1
171381,2.9,2.43,2.7,2.72,2.44
171480,1.85,1.34,1.61,1.63,1.4
171520,3.02,2.59,2.77,2.86,2.44
171557,4.1,3.57,3.9,3.86,3.74
171598,3.63,3.15,3.39,3.43,3.15
171631,3.54,3.05,3.32,3.34,3.07
171636,3.1,2.62,2.89,2.91,2.63
171642,3.73,3.3,3.52,3.57,3.19
171680,4.24,3.81,3.98,4.04,3.7
171717,3.52,3.02,3.3,3.32,3.06
171780,4.11,3.65,3.99,3.97,3.64
171801,4.04,3.55,3.76,3.82,3.54
171831,3.93,3.43,3.69,3.73,3.45
171833,3.95,3.44,3.73,3.72,3.55
171869,3.14,2.67,2.92,2.95,2.66
171874,3.25,2.75,3.02,3.05,2.78
171901,2.59,2.11,2.29,2.37,2.08
171929,3.91,3.42,3.7,3.74,3.45
172003,2.98,2.52,2.76,2.79,2.5
172032,3.18,2.69,3.01,3.01,2.72
172045,4.3,3.83,4.06,4.12,3.79
172079,2.73,2.24,2.53,2.55,2.26
172108,1.48,0.96,1.24,1.26,1.02
172154,3.82,3.32,3.61,3.63,3.36
172190,4.42,3.95,4.19,4.22,3.94
172262,4.27,3.8,4.02,4.07,3.78
172289,4.21,3.74,3.98,4.02,3.73
172290,3.2,2.7,3.0,3.03,2.75
172293,2.72,2.28,2.5,2.52,2.22
172339,2.79,2.26,2.51,2.55,2.34
172365,2.03,1.56,1.77,1.82,1.53
172409,2.32,1.84,2.1,2.12,1.86
172414,3.8,3.29,3.62,3.6,3.37
172418,4.21,3.7,3.94,3.97,3.77
172424,2.86,2.37,2.62,2.65,2.38
172470,4.36,3.91,4.16,4.21,3.86
172497,3.62,3.13,3.38,3.42,3.12
172536,3.22,2.74,3.02,3.04,2.73
172548,3.01,2.55,2.79,2.82,2.53
172604,4.18,3.72,4.01,3.98,3.73
172616,3.89,3.39,3.65,3.67,3.42
172676,2.81,2.36,2.61,2.65,2.33
172714,4.52,4.13,4.36,4.4,3.97
172733,2.69,2.25,2.41,2.5,2.13
172782,3.05,2.54,2.83,2.85,2.57
172787,3.53,3.06,3.37,3.35,3.08
172797,3.18,2.73,2.96,3.0,2.68
172816,3.74,3.29,3.51,3.56,3.24
172818,2.67,2.19,2.46,2.49,2.19
172876,3.54,3.1,3.34,3.38,3.03
172958,3.83,3.36,3.49,3.62,3.28
172972,3.14,2.68,2.92,2.95,2.64
172982,4.3,3.84,4.05,4.11,3.78
173024,4.22,3.7,3.92,3.99,3.77
173032,2.77,2.34,2.52,2.58,2.24
173039,4.69,4.19,4.39,4.46,4.2
173064,2.68,2.21,2.42,2.47,2.18
173089,2.16,1.7,1.91,1.96,1.66
173116,4.27,3.77,4.06,4.06,3.83
173163,2.52,2.07,2.32,2.35,2.01
173164,2.02,1.55,1.75,1.81,1.53
173216,3.81,3.35,3.65,3.65,3.34
173220,3.05,2.59,2.86,2.87,2.58
173298,3.01,2.57,2.81,2.83,2.51
173345,3.77,3.24,3.46,3.53,3.31
173368,3.65,3.19,3.41,3.47,3.15
173422,3.17,2.73,2.96,3.0,2.66
173436,4.13,3.67,3.88,3.94,3.63
173471,2.82,2.34,2.63,2.65,2.35
173494,3.77,3.25,3.55,3.58,3.31
173516,3.45,2.99,3.18,3.26,2.92
173521,3.79,3.32,3.54,3.6,3.29
173538,2.65,2.17,2.43,2.46,2.18
173556,4.13,3.65,3.88,3.92,3.63
173560,2.72,2.26,2.51,2.55,2.22
173562,2.74,2.27,2.58,2.58,2.28
173609,2.17,1.72,1.91,1.99,1.64
173629,2.83,2.35,2.62,2.65,2.34
173638,2.63,2.17,2.35,2.42,2.11
173685,4.06,3.57,3.87,3.87,3.58
173710,4.42,3.87,4.15,4.18,3.99
173741,5.22,4.75,4.99,5.04,4.73
173756,3.2,2.69,2.93,2.98,2.72
173760,4.42,3.9,4.12,4.18,3.96
173820,3.49,2.98,3.2,3.27,3.0
173840,4.04,3.56,3.82,3.85,3.55
173883,2.77,2.3,2.5,2.55,2.27
173957,2.73,2.28,2.47,2.55,2.21
173964,3.05,2.55,2.85,2.87,2.58
173983,2.74,2.27,2.49,2.55,2.25
173987,2.62,2.1,2.32,2.38,2.17
174015,4.05,3.64,3.84,3.89,3.52
174017,3.57,3.1,3.33,3.38,3.05
174018,2.18,1.7,1.95,1.99,1.69
174026,3.38,2.96,3.15,3.22,2.83
174045,2.86,2.39,2.65,2.67,2.39
174055,3.25,2.78,3.01,3.07,2.75
174086,3.83,3.39,3.62,3.66,3.31
174091,3.29,2.79,3.08,3.09,2.83
174133,3.98,3.52,3.7,3.79,3.44
174159,1.38,0.92,1.11,1.19,0.86
174166,3.55,3.09,3.37,3.38,3.08
174171,3.3,2.86,3.05,3.11,2.76
